categorie|marque|nom|nutritionGradeFr|ingredients|energie100g|graisse100g|sucres100g|fibres100g|proteines100g|sel100g|vitA100g|vitD100g|vitE100g|vitK100g|vitC100g|vitB1100g|vitB2100g|vitPP100g|vitB6100g|vitB9100g|vitB12100g|calcium100g|magnesium100g|iron100g|fer100g|betaCarotene100g|presenceHuilePalme|allergenes|additifs|
Chocolats|Artisans & Talents|Chocolat de couverture noir 55 %|e|pâte de cacao, sucre, beurre de cacao, émulsifiant : lécithine de tournesol, arôme vanille.|2310|35|45||6.2|0.02|||||||||||||||||0||E322 - Lécithines,E322i - Lécithine|
Chocolats|Artisans & Talents|Chocolat de Couverture Lait 38%|e|Sucre, beurre de cacao, pâte de cacao, poudre de _lait_ écrémé, grasse de _lait_, émulsifiant : lécithine de tournesol, arôme vanille.|2335|35|51||7.4|0.16|||||||||||||||||0|lait, lait|E322 - Lécithines,E322i - Lécithine|
Chocolats|Astoria|Choc Oh ! Lait|e|Sucre, _lactosérum_ en poudre, poudre de _lait_ écrémé 12.5 %, pâte de cacao, beurre de cacao, matière grasse de _lait_ anhydre, émulsifiants : lécithines de tournesol et polyricinoléate de polyglycérol, arôme vanille.|2050|22|63|1.9|7.8|0.44|||||||||||||||||0|Lait, lactosérum, lait, lait|E322 - Lécithines|
Chocolats|Astoria|Choc Oh! Lat|e|Sucre, pâte de cacao, beurre de cacao, lécithine de tournesol, polyricinoléate de polyglycérol, arôme vanille.|2034|23|59|6.8|5.4|0.0100076|||||||||||||||||0||E322 - Lécithines,E322i - Lécithine,E476 - Esters polyglycériques d'acides gras d'huile de ricin|
Chocolats|Auchan|Père Noël en Chocolat au Lait|e|Sucre, beurre de cacao, poudre de _lait_ entier, pâte de cacao, émulsifiant : lécithines, arôme.|2284|32|56||6.5|0.15|||||||||||||||||0|lait|E322 - Lécithines|
Chocolats|Auchan|Chocolat noir dessert 52%|e|Pâte de cacao, sucre, beurre de cacao, émulsifiant : lécithine de tournesol, arôme vanille.|2180|30|48.4|8.4|6.6|0.02|||||||||||||||||0||E322 - Lécithines,E322i - Lécithine|
Chocolats|Auchan|Chocolat dégustation Lait Noisettes|e|Sucre de canne, poudre de _lait_ entier, beurre de cacao, pâte de cacao du Pérou 9.2%, éclats de _noisettes_ 8%, émulsifiant : lécithine de _soja_, arôme naturel vanille.|2158|32|51|2.5|8|0.254|||||||||||||||||0|lait, noisettes, soja|E322 - Lécithines,E322i - Lécithine|
Chocolats|Auchan|Noir noisettes entières|e|Pâte de cacao, sucre, _noisettes_ entières, matière grasse de _lait_, émulsifiant : lécithine de tournesol, arôme vanille.|2356|39|37|8.3|8.6|0.04|||||||||||||||||0|en:milk,en:nuts|E322 - Lécithines,E322i - Lécithine|
Chocolats|Auchan|Chocolat lait noisettes entières|e|Sucre, noisettes entières 22%, beurre de cacao, poudre de lait écrémé, pâte de cacao, lactosérum en poudre, matière grasse de lait, pâte de noisettes, émulsifiant : lécithine de tournesol, arôme vanille.|2351|37|46|2.8|8.8|0.25|||||||||||||||||0||E322 - Lécithines,E322i - Lécithine|
Chocolats|Auchan|Chocolat au lait supérieur|e|Sucre, lait entier en poudre, beurre de cacao, pâte de cacao, lactose, poudre de lactosérum, pâte de noisettes, matière grasse laitière, émulsifiant : lécithine de colza, arôme.|2232|31|56|1.9|6.8|0.2159|||||||||||||||||0||E322 - Lécithines,E322i - Lécithine|
Chocolats|Auchan,Auchan Bio|Chocolat Lait Bio|e|Sucre*, poudre de _lait_ entier*, beurre de cacao*, pâte de cacao*, émulsifiant : lécithines, extrait de vanille* * biologiques|2284|32|56||7|0.2|||||||||||||||||0|lait|E322 - Lécithines|
Chocolats|Baby-Délice,Banania|Poule en Chocolat|e|Sucre, huile de tournesol, beurre de cacao, poudre de _lait_ entier, pâte de cacao, _lactosérum_ en poudre, _noisettes_, poudre de cacao dégraissé, poudre de _lait_ écrémé, émulsifiant : lécithine de _soja_, arômes.|2297|34|51||5.6|0.22|||||||||||||||||0|lait, lactosérum, noisettes, lait, soja|E322 - Lécithines,E322i - Lécithine|
Chocolats|Banania,Baby-Délice|Poule Couveuse|e|Sucre, huile de tournesol, beurre de cacao, poudre de _lait_ entier, pâte de cacao, _lactosérum_ en poudre, céréales, poudre de cacao dégraissé, _noisettes_, poudre de _lait_ écrémé, émulsifiant : lécithine de _soja_, arômes.|2297|34|51||6|0.22|||||||||||||||||0|lait, lactosérum, blé, orge, noisettes, lait, soja|E322 - Lécithines,E322i - Lécithine|
Chocolats|Banania,Baco-Délice|Banania Œufs à Cacher Chocolat au Lait|e|Sucre, beurre de cacao, poudre de _lait_ entier, pâte de cacao, émulsifiant : lécithine de _soja_, arômes.|2268|32|56||6|0.15|||||||||||||||||0|en:gluten,en:milk,en:soybeans|E322 - Lécithines,E322i - Lécithine|
Chocolats|Belle France|Chocolat noir dégustation|d|pâte de cacao*, sucre*, émulsifiant : lécithines, extrait de vanille*. *ingrédients issus de l'agriculture biologique. Cacao 70% minimum.|2213|38|31|12.3|9.6|0.01|||||||||||||||||0||E322 - Lécithines|
Chocolats|Belle France|Chocolat noir Noisettes entières|e|pâte de cacao, sucre, _noisettes_ entières, matière grasse de _lait_ anhydre, émulsifiant: lécithines, arôme vanille.|2346|40|36|8.8|8.8|0.499999999999999|||||||||||||||||0|noisettes, lait|E322 - Lécithines|
Chocolats|Belle France|Chocolat au lait noisettes entières|e|Sucre, beurre de cacao, _noisettes_ entières, poudre de _lait_ écrémé, pâte de cacao, _lactosérum_ en poudre, matière grasse de _lait_ anhydre, pâte de _noisettes_, émulsifiant : lécithines, arôme.|2322|36|48|2.4|8.6|0.2|||||||||||||||||0|en:milk,en:nuts|E322 - Lécithines|
Chocolats|Belle France|Chocolat au lait supérieur|e|Sucre, beurre de cacao, poudre de lait écrémé 17 %, pâte de cacao, lactosérum en poudre, matière grasse de lait anhydre, pâte de noisettes, lécithine de tournesol, arôme vanille. Cacao 30 % minimum dans le chocolat au lait.|2232|31|55|1.7|8|0.2794|||||||||||||||||0||E322 - Lécithines,E322i - Lécithine|
Chocolats|Belle france|Chocolat Noir Fèves de Cacao|d|Pâte de cacao, sucre, beurre de cacao éclats de fèves de cacao torréfiés caramélisés 10 %, cacao maigre en poudre, émulsifiant: lécithine, arôme naturel de vanille.|2406|43|29|11|8.4|0.02|||||||||||||||||0||E322 - Lécithines,E322i - Lécithine|
Chocolats|Bio Village,Marque Repère|Chocolat noir noisettes entières|e|Pâte de cacao*, _noisettes_ entières* 25%, beurre de cacao*, _beurre_ concentré* émulsifiant : lécithines, extrait de vanille*. * Ingrédients issus de l'agriculture biologique.|2452|43|33|8.5|8.6|0.04|||||||||||||||||0|noisettes, beurre|E322 - Lécithines|
Chocolats|Bio Village,Marque Repère|Degustation noir|d|Pâte de cacao, sucre, beurre de cacao, émulsifiant : lécithine de tournesol, extrait de vanille.|2343|40|27|12|10|0|||||||||||||||||0||E322 - Lécithines,E322i - Lécithine|
Chocolats|Bio Village,Marque Repère|Noir Menthe|e|Pâte de cacao*, sucre*, beurre de cacao*, arôme naturel de menthe, émulsifiant : lécithines, extrait de vanille*. Ingrédients issus de l'agriculture biologique.|2289|36|40|9.1|7.1|0|||||||||||||||||0||E322 - Lécithines|
Chocolats|Biocoop|Chocolat noir éclats d'amandes|e|sucre de canne roux 43%, pâte de cacao, beurre de cacao, éclats d'_amandes_ 10%, éclats de caramel au beurre salé 4%, fleur de sel de Guérande 0.5%.|2405|40.7|40.5|7.5|6.3|0.3|||||||||||||||||0|en:milk,en:nuts||
Chocolats|Biocoop|Chocolat lait céréales croustillantes Riz et avoine soufflés|e|sucre de canne roux* 44.1%, beurre de cacao*, poudre de _lait_ entier*, billettes de céréales 10%, _avoine_* 8.6%, sucre de canne*, sirop de malt d'_orge_*, sel matin), pâte de cacao. *Ingredients issus de l'agriculture biologique.|2305|33.4|50.2|2.7|5.5|0.18|||||||||||||||||0|lait, avoine, orge||
Chocolats|Bon Bon Buddies|Calendrier de l’Avent en chocolat au Lait DC Super Hero Girls|e|Sucre, _lait_ entier en poudre, beurre de cacao, pâte de cacao, émulsifiants, arôme.|2105|23|56|0|7|0.2|||||||||||||||||0|lait|E322 - Lécithines,E476 - Esters polyglycériques d'acides gras d'huile de ricin|
Chocolats|Bon Bon Buddies|Calendrier de l’Avent Justice League|e|sucre, _lait_ entier en poudre, beurre de cacao, pâte de cacao, émulsifiants, arôme.|2111|23|56||7|0.2|||||||||||||||||0|lait|E322 - Lécithines,E476 - Esters polyglycériques d'acides gras d'huile de ricin|
Chocolats|Bon Bon Buddies|Calendrier de l’Avent Despicable Me|e|Sucre, _lait_ entier en poudre, beurre de cacao, pâte de cacao, émulsifiants, arôme.|2105|23|56||7|0.2|||||||||||||||||0|lait|E322 - Lécithines,E476 - Esters polyglycériques d'acides gras d'huile de ricin|
Chocolats|Bon Bon Buddies,Barbie|Calendrier de l’Avent en Chocolat au Lait Barbie|e|Sucre, _lait_ entier en poudre, beurre de cacao, pâte de cacao, émulsifiants, arôme.|2111|23|56||7|0.2|||||||||||||||||0|lait|E322 - Lécithines,E476 - Esters polyglycériques d'acides gras d'huile de ricin|
Chocolats|BonBonBuddies|Calendrier de l'Avent PSG|e|Sucre, _lait_ entier en poudre, beurre de cacao, pâte de cacao, émulsifiants, arôme.|2105|23|56||7|0.2|||||||||||||||||0||E322 - Lécithines,E476 - Esters polyglycériques d'acides gras d'huile de ricin|
Chocolats|Bonnat,Chocolat Bonnat|Cacao Cusco|e|Cacao, beurre de cacao, sucre.|2523|46|25.9|0|8.8|0.01|||||||||||||||||0|||
Chocolats|Bovetti|Chocolat blanc|e|chocolat blanc.|2418|38|52||6|0.22|||||||||||||||||0|LAIT||
Chocolats|Bovetti|Chocolat noir cranberries|e|Chocolat noir à 73 % de cacao min., 8 % cranberries.|2284|39|29||8|0.015|||||||||||||||||0|||
Chocolats|Bovetti|Chocolat Blanc Saveur Framboise|e|Chocolat blanc, sucre, sirop de glucose, acidifiant : acide citrique, arôme naturel, colorant : carmins.|2364|36|53||5.6|0.21|||||||||||||||||0|LAIT|E120 - Acide carminique,E330 - Acide citrique|
Chocolats|Bovetti|Chocolat noir oranges confites|e|Chocolat noir origine Équateur-Ghana-Papouasie à 73 % de cacao min., 8 % oranges confites.|2244|39|24||7|0.026|||||||||||||||||0|Anhydride sulfureux et sulfites|E330 - Acide citrique|
Chocolats|Bovetti|Chocolat lait café|e|Chocolat au lait à 38 % de cacao min., 2 % café en poudre.|2398|38|47||6|0.15|||||||||||||||||0|lait||
Chocolats|Bovetti|Chocolat noirà la cannelle|e|chocolat noir* origine St-Dominguepoudre de cacao*, poudre de vanille*), cannelle* 1%. Peut contenir des traces de fruits à coque, de lait et de soja. *issu de llagriculture biologique. Ingrédients conformes aux standards du commerce équitable Fairtrade/Max Havelaar : cacao, sucre, vanillevww.info.fairtrade.net GB - DARK CHOCOLATE WITH CINNAMON Cocoa: 73% min. in the chocolate Ingredients: dark chocolate* from St Domingo, cinnamon* 1%|2385|43|28||8|0.01|||||||||||||||||0|||
Chocolats|Bovetti|Chocolat au lait caramel & sel de Guérande|e|chocolat au lait, sirop de glucose, caramel 2.7 %, sucre, sel de Guérande 0.06%, arôme naturel.|2343|36|49||6|0.26|||||||||||||||||0|LAIT, LAIT, BEURRE||
Chocolats|Bovetti|Chocolat au lait et Spéculoos|e|Chocolat au lait, spéculoos 6 %, ŒUFS entiers, cannelle, gingembre).|2339|37|46||6.4|0.18|||||||||||||||||0|Œufs,Gluten,Lait||
Chocolats|Bovetti|Chocolat Noir Noisette|e|Chocolat noir, NOISETTES 8 %.|2410|44|24||8.9|0.04|||||||||||||||||0|NOISETTES||
Chocolats|Bovetti|Chocolat au Lait Cœurs|e|Chocolat au lait, cœurs en sucre 8 %.|2338|36|51||5.9|0.18|||||||||||||||||0|en:milk||
Chocolats|Bovetti|Chocolat noir bio noisettes|e|Chocolat noir origine St-Domingue, NOISETTES 8 %|2452|45|26||8.7|0.01|||||||||||||||||0|NOISETTES||
Chocolats|Bovetti|Chocolat noir bio piment d'Espelette|e|Chocolat noir origine St-Domingue, piment d'EspeIette AOP 1%|2367|43|28||8.1|0.01|||||||||||||||||0|||
Chocolats|Bovetti|Chocolat Diététique au maltitol|d|Masse de cacao, édulcorant : maltitol, beurre de cacao, émulsifiant : lécithine de SOJA, arôme naturel de vanille.|2113|40|0.3||5.5|0|||||||||||||||||0|SOJA|E322 - Lécithines,E322i - Lécithine,E965 - Maltitol,E965i - Maltitol|
Chocolats|Bovetti|Chocolat noir Fèves de cacao|e|chocolat noir, fèves de cacao caramélisées 6 %.|2318|42|26||8.5|0.02|||||||||||||||||0|||
Chocolats|Bovetti|Chocolat noir citrons confits|e|Chocolat noir origine St Domingue à 73% de cacao min., citrons confits 8%|2248|40|32||7.5|0.0016|||||||||||||||||0|||
Chocolats|Bovetti|Masse de Cacao 100%|d|100% masse de cacao.|2515|54|0.3|0|12|0.02|||||||||||||||||0|||
Chocolats|Bovetti|Bovetti|d|Chocolat noir, violettes cristallisées 6 %.|0|39|30||0|0|||||||||||||||||0||E120 - Acide carminique,E132 - Indigotine carmin d'indigo,E414 - Gomme d'acacia|
Chocolats|Cacao Barry|Chocolat Lait de Couverture|e|Sucre, beurre de cacao, poudre de _lait_ entier, pâte de cacao du Ghana, émulsifiant: lécithine de _soja_, vanille naturelle en poudre.|2443|41|44|0|7.7|0.16|||||||||||||||||0|lait, soja|E322 - Lécithines,E322i - Lécithine|
Chocolats|Carrefour|Noir  80% cacao|d|Pâte de cacao*, sucre, beurre de cacao, arôme naturel de vanille. cacao : 80% minimum peut contenir des traces de fruits à coque, de céréales contenant du gluten et de lait. * fèves de cacao provenant du programme transparence cacao|2575|51|20|12|9.5|0|||||||||||||||||0|||
Chocolats|Carrefour|Chocolat au lait noisettes raisin|e|Sucre, poudre de _lait_ entier, _noisettes_ entières 15 %, raisins secs 15 %, beurre de cacao, pâte de cacao, émulsifiant : lécithines, arôme vanille.|2155|32|46|3.1|8.2|0.17|||||||||||||||||0|lait, noisettes|E322 - Lécithines|
Chocolats|Carrefour|Lait extra fin|e|Sucre, poudre de lait écrémé, beurre de cacao, pâte de cacao* de côte d'ivoire, beurre concentré, émulsifiant : lécithines, arôme naturel de vanille, arôme naturel. cacao: 32% minimum peut contenir des traces de fruits à coque et de céréales contenant du gluten. *fèves de cacao provenant du programme transparence cacao.|2374|37|48|2.1|9.1|0.23|||||||||||||||||0||E322 - Lécithines|
Chocolats|Carrefour|Le Chocolat Gourmand Lait-Praliné|e|Sucre, beurre de cacao, praliné 12.4 %, _lait_ entier en poudre, graisses végétales, éclats de _noisettes_ caramélisés 6.6 %, pâte de cacao, _lactose_, brisures de crêpe dentelle 1.7 % [farine de _blé_, sucre, huile végétale, _lait_ écrémé en poudre, malt d'_orge_, sel], _lactosérum_ en poudre, cacao maigre en poudre, émulsifiant : lécithines, arômes, _lait_ écrémé en poudre, matière grasse de _lait_ anhydre.|2301|34|53|2.1|6.1|0.15|||||||||||||||||1|noisettes, amandes, lait, noisettes, noisettes, lactose, blé, lait, orge, lactosérum, lait, lait|E322 - Lécithines|
Chocolats|Carrefour|Noir  éclats de fèves de  cacao|d|Pâte de cacao*, sucre, éclats de fèves de cacao torréfiés 8.4%, émulsifiant : lécithines, arôme naturel de vanille. cacao : 64% minimum dans le chocolat noir. peut contenir des traces de fruits à coque, de céréales contenant du gluten et de lait. * fèves de cacao provenant du programme transparence cacao.|2241|35|36|11|9|0.01|||||||||||||||||0||E322 - Lécithines|
Chocolats|Carrefour|Chocolat Dessert|e|Sucre, pâte de cacao, beurre de cacao, émulsifiants: lécithine de tournesol et polyricinoléate de polyglycérol, arôme vanille. Cacao 44% minimum.|2092|25|56|7.6|6|0|||||||||||||||||0||E322 - Lécithines,E322i - Lécithine|
Chocolats|Carrefour|Chocolat poule chocolat lait Bio|e|Sucre de canne*, beurre de cacao*, poudre de _lait_ entier*, pâte de cacao*, émulsifiant : lécithine de _soja_*. * Bio Cacao : 35% minimum dans le chocolat au lait. Cacao : 58% minimum dans le chocolat noir.|2347|36|51|2.8|6.2|0.2|||||||||||||||||0|lait, soja|E322 - Lécithines,E322i - Lécithine|
Chocolats|Carrefour|Les carrés gourmands, Orange Intense|e|pâte de cacao, sucre, écorces d'oranges confites 15%), _beurre_ concentré, émulsifiant), huile essentielle d'orange, arôme vanille|2125|27|52|9.7|6.3|0.06|||||||||||||||||0|beurre|E322 - Lécithines,E330 - Acide citrique|
Chocolats|Carrefour|Noir  madagascar  épicé & boisé|e|Pâte de cacao origine Madagascar, sucre, beurre de cacao. Cacao : 75% minimum. Peut contenir des traces de fruits à coque, de céréales contenant du gluten et de lait.|2277|35|41|11|7.5|0.01016|||||||||||||||||0|||
Chocolats|Carrefour Bio,Carrefour|Moulages de Pâques Bio|d|Sucre de canne*, pâte de cacao*, beurre de cacao*, poudre de lait entier*, émulsifiant : lécithine de _soja_. * Bio|2268|35|14|7.7|6.1|0.0499999999999999|||||||||||||||||0|soja|E322 - Lécithines,E322i - Lécithine|
Chocolats|Carrefour Sélection,Carrefour|Blanc nougatine et pistache|e|Sucre, beurre de cacao, poudre de _lait_ entier, poudre de _lait_ écrémé, éclats de biscuits aux amandes 6% [sucre, poudre d'_amandes_ torréﬁées 44%, protéine de _lait_, arôme naturel), grains de nougatine 4% [sucre, _noisettes_ 30%], éclats de pistaches caramélisés 4% [_pistaches_ 70%, sucre], émulsiﬁant : lécithines, arôme naturel, arôme naturel de vanille.|2410|32|53||7.1|0.18|||||||||||||||||0|en:milk,en:nuts|E322 - Lécithines|
Chocolats|Carrefour Sélection,Carrefour|Noir Fourré Mangue & Passion|e|Sucre, pâte de cacao, sirop de glucose-fructose, beurre de cacao, _beurre_ concentré, humectant : glycérol, poudre de _lait_ entier, cacao en poudre, _lactosérum_ en poudre, eau, jus concentré de mangue 0.9 %, jus concentré de passion 0.9 %, acidifiant : acide citrique, gélifiant : pectines de fruits, concentré de carotte et potiron, correcteur d'acidité : citrates de sodium, arômes naturels, émulsifiant : lécithines, arôme naturel de vanille.|2077|27|44|4.3|4.4|0.08|||||||||||||||||0|beurre, lait, lactosérum|E322 - Lécithines,E330 - Acide citrique,E331 - Citrates de sodium,E422 - Glycérol,E440 - Pectines|
Chocolats|Carrefour Sélection,Carrefour|Noir Fourré Lemon Curd|e|Sucre, pâte de cacao, sirop de glucose-fructose, beurre de cacao, _beurre_ concentré, humectant : glycérol, _lait_ entier en poudre, cacao maigre en poudre, jus de citron concentré 1.2%**, _lactosérum_ en poudre, _lait_ entier concentré sucré, émulsifiant : lécithines, gélifiant : pectines de fruit, arômes naturels, correcteur d'acidité : citrates de sodium, arôme naturel de vanille, concentré de potiron et pomme, colorant : caroténoïdes. **Soit l'équivalent de 8% en jus de citron.|2075|28|47|3.3|4.6|0.08|||||||||||||||||0|en:milk|E160 - Caroténoïdes,E322 - Lécithines,E331 - Citrates de sodium,E422 - Glycérol,E440 - Pectines|
Chocolats|Carrefour Sélection,Carrefour|Noir 72% cacao|d|Pâte de cacao*, sucre, beurre de cacao, émulsifiants : lécithines, arôme naturel de vanille.  cacao: 72% minimum. peut contenir des traces de fruits à coque, de céréales contenant du gluten et de lait. * fèves de cacao provenant du programme transparence cacao.|2485|46|29|11|8.5|0|||||||||||||||||0||E322 - Lécithines|
Chocolats|Casino|Chocolat Noir Extra Fin aux Amandes Effilées|d|Pâte de cacao de Tanzanie 68% - sucre - beurre de cacao - _amandes_ effilées grillées 10% - arôme naturel de vanille. Cacao : 85% minimum dans le chocolat.|2519|50|13|16|12|0.03|||||||||||||||||0|||
Chocolats|Casino|Noir Dessert|e|Pâte de cacao, sucre, beurre de cacao, matière grasse de _lait_ anhydre, émulsifiant : lécithine de colza.|2109|30|47|8.4|7.8|0|||||||||||||||||0|lait|E322 - Lécithines,E322i - Lécithine|
